NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|SALSA DE SOYA|1|Condimentos, Aceites y Endulzantes|México Contemporáneo (1940 - Actualidad)|China|Sinaloa|Sinaloa|China|Introducida por migrantes chinos a zonas pesqueras del Pacífico.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|VINAGRE DE ARROZ|1|Granos y Cereales|México Contemporáneo (1940 - Actualidad)|Japón|Baja California|Baja California|Japón|Llegó con técnicas de sushi; se usa para arroz avinagrado y encurtidos.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|CHILE JALAPEÑO|18|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|De Xalapa; fresco, picante y base de salsas encurtidas.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|OSTION|5|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|En la época prehispánica se usaban como ofrenda marina y se comían crudos.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|TORONJA|4|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Barbados|Veracruz|Veracruz|Barbados|Surge de cruce accidental entre naranja y pomelo en el Caribe.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|SALICORNIA|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Baja California|Baja California|Baja California|Seri|Planta salada de mar; los chefs la llaman “espárrago marino mexicano”.
OSTIONES ASADOS AL CARBON O A LA LEÑA|BAJA CALIFORNIA|6|25|20|0|0|0|3|2|Desayunos y Entradas|México Prehispánico (Antes de 1521)|Pescados y mariscos|COSTILLA DE RES|1|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|CDMX|CDMX|España|Corte apreciado para caldos y barbacoas de larga cocción.
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|SALICORNIA|2|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Baja California|Baja California|Baja California|Seri|Planta salada de mar; los chefs la llaman “espárrago marino mexicano”.
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|OSTION HUARACHE|1|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se sirve sobre una tostada grande; nombre local del Istmo.
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|PICO DE GALLO|6|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|CDMX|CDMX|CDMX|Mestiza|Su nombre viene de cómo se toma con los dedos, como si picotearas.
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|XOCONOSTLE|16|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Hidalgo|Hidalgo|Hidalgo|Otomí|Tuna ácida del nopal; símbolo de resistencia y acidez ancestral.
OSTIONES HUARACHE CON PICO DE GALLO DE XOCONOSTLE Y SALICORNIAS|BAJA CALIFORNIA|6|10|0|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CALDO DE PESCADO|7|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se elabora con cabeza y espinas; reconfortante y lleno de mar.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|LANGOSTA|2|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Baja California|Baja California|Baja California|Seri|Marisco lujoso que antes se tiraba al mar; ahora se exporta.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CHILE POBLANO|22|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Esencial en el chile en nogada; también se sirve capeado o en rajas.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|ALBAHACA|7|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Puebla|Puebla|India|Considerada planta sagrada en Asia; en México aromatiza salsas verdes.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|PEREJIL|26|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|CDMX|CDMX|Grecia|Se usa desde la antigüedad como planta de funeral y cocina.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CILANTRO|65|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Grecia|Veracruz|Veracruz|Grecia|Los mexicas no lo conocieron; se popularizó mucho después.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CEBOLLIN|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|Su sabor suave es ideal para decorar sopas y pastas.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
POZOLE DE LANGOSTA|BAJA CALIFORNIA|6|15|20|0|0|0|2|3|Mariscos|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|SARDINA|2|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|CDMX|CDMX|España|Enlatada desde el siglo XX; se volvió clásica en tortas y sopas.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|ACEITE DE OLIVA|55|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Se cultiva en México desde el siglo XVI, pero con restricción colonial.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|CHILE SECO|5|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Guerrero|Guerrero|Guerrero|Mexica|Generalización para chiles deshidratados. El alma de la salsa.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
SARDINAS A LA PARRILLA|BAJA CALIFORNIA|6|15|2|0|0|0|2|2|Mariscos|Influencia europea / Porfiriato (1821 - 1910)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|HARINA DE MAÍZ|7|Harinas y Masas|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Industrializa la masa ancestral. Base de tamales, atoles y totopos.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|PASA|30|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Turquía|Zacatecas|Zacatecas|Turquía|Uva seca que aparece en moles, panes y arroz navideño.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|ALMENDRA|36|Leguminosas, Semillas y Nueces|Conquista y Virreinato (1521 – 1821)|Irán|Zacatecas|Zacatecas|Irán|Usada en la nogada, el mazapán original y postres virreinales.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CAMARON|12|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Sinaloa|Sinaloa|Sinaloa|Maya|En el Pacífico se usa crudo como ceviche; en el Golfo se guisa.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|ACEITUNA|13|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Llegó con las monjas; base de la salsa veracruzana.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|ALCAPARRA|12|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Italia|CDMX|CDMX|Italia|Botón floral encurtido; da sabor a salsas como la veracruzana.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|CHILE EN VINAGRE|3|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Puebla|Puebla|Puebla|Mestiza|Curtido con zanahoria, cebolla y hierbas; conserva casera popular.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|VINAGRE|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Francia|Puebla|Puebla|Francia|Fermentación que preserva alimentos; base de escabeches y curtidos.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|AZUCAR|103|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Cultivo traído por los españoles; el azúcar impulsó el desarrollo de haciendas.
TAMALES DE CALABAZA CON CAMARON DE BAJA CALIFORNIA|BAJA CALIFORNIA|30|45|80|0|0|0|2|2|Tamales|México Prehispánico (Antes de 1521)|Tamales|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|MANTEQUILLA|57|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Francia|CDMX|CDMX|Francia|Era producto de lujo; en el siglo XX se popularizó con los refrigeradores.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|CEBOLLIN|5|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|Su sabor suave es ideal para decorar sopas y pastas.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|QUESO|20|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|Suiza|Chihuahua|Chihuahua|Suiza|Los menonitas lo introdujeron al norte del país en el siglo XX.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|JAMON|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|CDMX|CDMX|España|En México se adaptó el jamón cocido como base de tortas y desayunos.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|PICO DE GALLO|6|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|CDMX|CDMX|CDMX|Mestiza|Su nombre viene de cómo se toma con los dedos, como si picotearas.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|YOGUR|6|Lácteos y Huevos|México Contemporáneo (1940 - Actualidad)|Turquía|CDMX|CDMX|Turquía|Introducido por migrantes árabes y turcos en el siglo XX.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
TRIO DE JITOMATES RELLENOS|BAJA CALIFORNIA|4|20|20|0|0|0|2|2|Platos Principales|México Contemporáneo (1940 - Actualidad)|Entrada gourmet|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
ABULON CON PICO DE GALLO DE MANDARINA|BAJA CALIFORNIA SUR|2|4|3|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|ABULON|1|Carnes y Mariscos|México Contemporáneo (1940 - Actualidad)|Japón|Baja California|Baja California|Japón|Molusco caro que se cultiva en Ensenada; llegó por inmigración japonesa.
ABULON CON PICO DE GALLO DE MANDARINA|BAJA CALIFORNIA SUR|2|4|3|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|PICO DE GALLO|6|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|CDMX|CDMX|CDMX|Mestiza|Su nombre viene de cómo se toma con los dedos, como si picotearas.
ABULON CON PICO DE GALLO DE MANDARINA|BAJA CALIFORNIA SUR|2|4|3|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|MANDARINA|2|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|China|Veracruz|Veracruz|China|Fruta invernal traída por misioneros; base de aguas y dulces.
ABULON CON PICO DE GALLO DE MANDARINA|BAJA CALIFORNIA SUR|2|4|3|0|0|0|2|3|Desayunos y Entradas|México Contemporáneo (1940 - Actualidad)|Pescados y mariscos|CHILE SERRANO|52|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se llama “serrano” porque crece en la sierra. Su picor varía con la altitud.
ALBONDIGAS DE PESCADO|BAJA CALIFORNIA SUR|5|20|30|0|0|0|1|2|Mariscos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|ATUN|3|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Japón|Baja California|Baja California|Japón|Ensenada lo convirtió en sashimi y conserva industrial.
ALBONDIGAS DE PESCADO|BAJA CALIFORNIA SUR|5|20|30|0|0|0|1|2|Mariscos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|PESCADO|5|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Sinaloa|Sinaloa|Sinaloa|Maya|En zonas costeras, los mexicas lo secaban y salaban para conservarlo.
